transaction_id,parent,parent_type,child,child_type,role,date
2315-34_tr_01,Minister of Water Supply and Estate Infrastructure Development,cabinetMinister,Keheliya Rambukwella,citizen,minister,2023-01-19
2315-34_tr_02,Minister of Wildlife and Forest Resources Conservation,cabinetMinister,Mahinda Amaraweera,citizen,minister,2023-01-19
