transaction_id,parent,parent_type,child,child_type,rel_type,role,date
2403-12_tr_01,Minister of Defence,cabinetMinister,H.S.S.Thuyacontha,citizen,AS_APPOINTED,secretary,2024-09-27
2403-12_tr_02,Minister of Public Security,cabinetMinister,D.W.R.B.Seneviratne,citizen,AS_APPOINTED,secretary,2024-09-27
