transaction_id,parent,parent_type,child,child_type,rel_type,role,date
2428-27_tr_01,"Minister of Rural Development, Social Security and Community Empowerment",cabinetMinister,Malarmathy Gangatharan,citizen,AS_APPOINTED,secretary,2025-05-21
2428-27_tr_02,"Minister of Fisheries, Aquatic and Ocean Resources",cabinetMinister,M.A.L.S.N.K.Manthrinayake,citizen,AS_APPOINTED,secretary,2025-05-21
