transaction_id,parent,parent_type,child,child_type,rel_type,role,date
2428-27_tr_03,"Minister of Rural Development, Social Security and Community Empowerment",cabinetMinister,M.A.L.S.N.K.Manthrinayake,citizen,AS_APPOINTED,secretary,2025-05-21
2428-27_tr_04,"Minister of Fisheries, Aquatic and Ocean Resources",cabinetMinister,B.K.Kolita Kamal Jinadasa,citizen,AS_APPOINTED,secretary,2025-05-21
