transaction_id,old,new,type,date
2281-09_tr_01,Minister of Ports and Shipping,"Minister of Ports, Shipping and Aviation",cabinetMinister,2022-05-24
2281-09_tr_02,Minister of Tourism,Minister of Tourism and Lands,cabinetMinister,2022-05-24
2281-09_tr_03,Minister of Labour,Minister of Labour and Foreign Employment,cabinetMinister,2022-05-24
2281-09_tr_04,Minister of Trade,"Minister of Trade, Commerce and Food Security",cabinetMinister,2022-05-24
