transaction_id,parent,parent_type,child,child_type,rel_type,role,date
2460-27-2_tr_03,"Minister of Transport, Highways and Urban Development",cabinetMinister,Kapila C.K.Perera,citizen,AS_APPOINTED,secretary,2025-10-11
2460-27-2_tr_04,Minister of Ports and Civil Aviation,cabinetMinister,Ranjith Ariyaratne,citizen,AS_APPOINTED,secretary,2025-10-11
