transaction_id,parent,parent_type,child,child_type,rel_type,date
2276-64_tr_92,Gotabaya Rajapaksa,citizen,State Minister of Trade,stateMinister,AS_MINISTER,2022-04-22
2276-64_tr_81,Gotabaya Rajapaksa,citizen,State Minister of Development of Minor Export Crops Plantation,stateMinister,AS_MINISTER,2022-04-22
2276-64_tr_51,Gotabaya Rajapaksa,citizen,State Minister of Health,stateMinister,AS_MINISTER,2022-04-22
2276-64_tr_41,Gotabaya Rajapaksa,citizen,State Minister of Higher Education,stateMinister,AS_MINISTER,2022-04-22
2276-64_tr_101,Gotabaya Rajapaksa,citizen,State Minister of Highways,stateMinister,AS_MINISTER,2022-04-22
2276-64_tr_13,Gotabaya Rajapaksa,citizen,State Minister of Housing,stateMinister,AS_MINISTER,2022-04-22
