transaction_id,parent,parent_type,child,child_type,rel_type,role,date
2413-52-2_tr_02,Minister of Health and Mass Media,cabinetMinister,Anil Jasinghe,citizen,AS_APPOINTED,secretary,2024-12-11
2413-52-2_tr_03,"Minister of Fisheries, Aquatic and Ocean Resources",cabinetMinister,M.A.L.S.N.K.Manthrinayake,citizen,AS_APPOINTED,secretary,2024-12-11
