transaction_id,parent,parent_type,child,child_type,role,date
2355-08_tr_05,Non Cabinet Minister of State Plantation Enterprises Reforms,stateMinister,Ranjith Siyambalapitiya,citizen,minister,2023-10-23
2355-08_tr_03,Minister of Agriculture and Plantation Industries,cabinetMinister,Mahinda Amaraweera,citizen,minister,2023-10-23
2355-08_tr_04,Minister of Health,cabinetMinister,Ramesh Pathirana,citizen,minister,2023-10-23
