transaction_id,date,url,desc,child_type,child,parent_type,parent
2403-12,2024-09-24,,Anura Kumara Dissanayake,extgztperson,2403-12,government,Government of Sri Lanka
2403-51,2024-09-27,,Anura Kumara Dissanayake,extgztperson,2403-51,government,Government of Sri Lanka
2405-14,2024-10-08,,Anura Kumara Dissanayake,extgztperson,2405-14,government,Government of Sri Lanka
2413-25,2024-12-03,,Anura Kumara Dissanayake,extgztperson,2413-25,government,Government of Sri Lanka
2428-05,2025-03-18,,Anura Kumara Dissanayake,extgztperson,2428-05,government,Government of Sri Lanka
2428-27,2025-05-28,,Anura Kumara Dissanayake,extgztperson,2428-27,government,Government of Sri Lanka
2444-09,2025-07-07,,Anura Kumara Dissanayake,extgztperson,2444-09,government,Government of Sri Lanka
2460-27,2025-10-30,,Anura Kumara Dissanayake,extgztperson,2460-27,government,Government of Sri Lanka
