transaction_id,parent,parent_type,child,child_type,rel_type,role,date
2413-25-5_tr_01,"Minister of Rural Development, Social Security and Community Empowerment",cabinetMinister,Malarmathy Gangatharan,citizen,AS_APPOINTED,secretary,2024-11-25
2413-25-5_tr_02,Minister of Justice and National Integration,cabinetMinister,A.B.Ayesha Jinasena,citizen,AS_APPOINTED,secretary,2024-11-25
