transaction_id,parent,parent_type,child,child_type,rel_type,role,date
2428-05_tr_01,"Minister of Buddhasasana, Religious and Cultural Affairs",cabinetMinister,A.M.P.M.B.Atapattu,citizen,AS_APPOINTED,secretary,2025-03-06
