transaction_id,parent,parent_type,child,child_type,rel_type,role,date
2413-25-6_tr_02,Minister of Environment,cabinetMinister,K.R.Uduwawala,citizen,AS_APPOINTED,secretary,2024-11-28
2413-25-6_tr_03,Minister of Science and Technology,cabinetMinister,Y.L.Mohamed Navavi,citizen,AS_APPOINTED,secretary,2024-11-28
